initial_alias,converted_alias,name,description,namespace
ENSMUSG00002075571,ENSMUSG00002075571,Gm55015,"predicted gene, 55015 [Source:MGI Symbol;Acc:MGI:6846504]","ARRAYEXPRESS,ENSG"
ENSMUSG00000039427,ENSMUSG00000039427,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2384774]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022544,ENSMUSG00000022544,Eef2kmt,eukaryotic elongation factor 2 lysine methyltransferase [Source:MGI Symbol;Acc:MGI:1917761],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087168,ENSMUSG00000087168,Gm15983,predicted gene 15983 [Source:MGI Symbol;Acc:MGI:3805549],"ARRAYEXPRESS,ENSG"
ENSMUSG00000008658,ENSMUSG00000008658,Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:MGI Symbol;Acc:MGI:1926224]","ARRAYEXPRESS,ENSG"
ENSMUSG00000039345,ENSMUSG00000039345,Mettl22,methyltransferase like 22 [Source:MGI Symbol;Acc:MGI:2384301],"ARRAYEXPRESS,ENSG"
ENSMUSG00000077557,ENSMUSG00000077557,Gm23706,"predicted gene, 23706 [Source:MGI Symbol;Acc:MGI:5453483]","ARRAYEXPRESS,ENSG"
ENSMUSG00000057880,ENSMUSG00000057880,Abat,4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582],"ARRAYEXPRESS,ENSG"
ENSMUSG00002075670,ENSMUSG00002075670,Gm55031,"predicted gene, 55031 [Source:MGI Symbol;Acc:MGI:6846536]","ARRAYEXPRESS,ENSG"
ENSMUSG00000083505,ENSMUSG00000083505,Gm7541,predicted gene 7541 [Source:MGI Symbol;Acc:MGI:3648278],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116095,ENSMUSG00000116095,Gm49549,"predicted gene, 49549 [Source:MGI Symbol;Acc:MGI:6155257]","ARRAYEXPRESS,ENSG"
ENSMUSG00000043140,ENSMUSG00000043140,Tmem186,transmembrane protein 186 [Source:MGI Symbol;Acc:MGI:1913940],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022711,ENSMUSG00000022711,Pmm2,phosphomannomutase 2 [Source:MGI Symbol;Acc:MGI:1859214],"ARRAYEXPRESS,ENSG"
ENSMUSG00000008393,ENSMUSG00000008393,Carhsp1,calcium regulated heat stable protein 1 [Source:MGI Symbol;Acc:MGI:1196368],"ARRAYEXPRESS,ENSG"
ENSMUSG00000107252,ENSMUSG00000107252,Litafd,LITAF domain containing [Source:MGI Symbol;Acc:MGI:3643507],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022710,ENSMUSG00000022710,Usp7,ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022507,ENSMUSG00000022507,1810013L24Rik,RIKEN cDNA 1810013L24 gene [Source:MGI Symbol;Acc:MGI:1916303],"ARRAYEXPRESS,ENSG"
ENSMUSG00002075441,ENSMUSG00002075441,Gm55041,"predicted gene, 55041 [Source:MGI Symbol;Acc:MGI:6846556]","ARRAYEXPRESS,ENSG"
ENSMUSG00000068674,ENSMUSG00000068674,Gm10247,predicted gene 10247 [Source:MGI Symbol;Acc:MGI:3641838],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116352,ENSMUSG00000116352,Gm49447,"predicted gene, 49447 [Source:MGI Symbol;Acc:MGI:6155096]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116348,ENSMUSG00000116348,Gm18722,"predicted gene, 18722 [Source:MGI Symbol;Acc:MGI:5010907]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116123,ENSMUSG00000116123,Gm49451,"predicted gene, 49451 [Source:MGI Symbol;Acc:MGI:6155103]","ARRAYEXPRESS,ENSG"
ENSMUSG00000098100,ENSMUSG00000098100,Gm7572,predicted gene 7572 [Source:MGI Symbol;Acc:MGI:3645867],"ARRAYEXPRESS,ENSG"
ENSMUSG00000039200,ENSMUSG00000039200,Atf7ip2,activating transcription factor 7 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1922579],"ARRAYEXPRESS,ENSG"
ENSMUSG00002076434,ENSMUSG00002076434,Gm55056,"predicted gene, 55056 [Source:MGI Symbol;Acc:MGI:6846586]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022505,ENSMUSG00000022505,Emp2,epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116270,ENSMUSG00000116270,Gm1600,predicted gene 1600 [Source:MGI Symbol;Acc:MGI:2686446],"ARRAYEXPRESS,ENSG"
ENSMUSG00000039179,ENSMUSG00000039179,Tekt5,tektin 5 [Source:MGI Symbol;Acc:MGI:1917676],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022503,ENSMUSG00000022503,Nubp1,nucleotide binding protein 1 [Source:MGI Symbol;Acc:MGI:1347073],"ARRAYEXPRESS,ENSG"
ENSMUSG00000050908,ENSMUSG00000050908,Tvp23a,trans-golgi network vesicle protein 23A [Source:MGI Symbol;Acc:MGI:3665441],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022504,ENSMUSG00000022504,Ciita,class II transactivator [Source:MGI Symbol;Acc:MGI:108445],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038055,ENSMUSG00000038055,Dexi,dexamethasone-induced transcript [Source:MGI Symbol;Acc:MGI:1926236],"ARRAYEXPRESS,ENSG"
ENSMUSG00000068663,ENSMUSG00000068663,Clec16a,"C-type lectin domain family 16, member A [Source:MGI Symbol;Acc:MGI:1921624]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087384,ENSMUSG00000087384,Gm15558,predicted gene 15558 [Source:MGI Symbol;Acc:MGI:3783007],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038037,ENSMUSG00000038037,Socs1,suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043050,ENSMUSG00000043050,Tnp2,transition protein 2 [Source:MGI Symbol;Acc:MGI:98785],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038015,ENSMUSG00000038015,Prm2,protamine 2 [Source:MGI Symbol;Acc:MGI:97766],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022501,ENSMUSG00000022501,Prm1,protamine 1 [Source:MGI Symbol;Acc:MGI:97765],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116038,ENSMUSG00000116038,Gm46563,"predicted gene, 46563 [Source:MGI Symbol;Acc:MGI:5826200]","ARRAYEXPRESS,ENSG"
ENSMUSG00000071671,ENSMUSG00000071671,Gm10343,predicted gene 10343 [Source:MGI Symbol;Acc:MGI:3642690],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037991,ENSMUSG00000037991,Rmi2,RecQ mediated genome instability 2 [Source:MGI Symbol;Acc:MGI:2685383],"ARRAYEXPRESS,ENSG"
ENSMUSG00000117309,ENSMUSG00000117309,Gm49960,"predicted gene, 49960 [Source:MGI Symbol;Acc:MGI:6270684]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022500,ENSMUSG00000022500,Litaf,LPS-induced TN factor [Source:MGI Symbol;Acc:MGI:1929512],"ARRAYEXPRESS,ENSG"
ENSMUSG00002075232,ENSMUSG00002075232,Gm55114,"predicted gene, 55114 [Source:MGI Symbol;Acc:MGI:6846702]","ARRAYEXPRESS,ENSG"
ENSMUSG00000115992,ENSMUSG00000115992,Gm10832,predicted gene 10832 [Source:MGI Symbol;Acc:MGI:3642210],"ARRAYEXPRESS,ENSG"
ENSMUSG00000115911,ENSMUSG00000115911,Gm3919,predicted gene 3919 [Source:MGI Symbol;Acc:MGI:3782093],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116274,ENSMUSG00000116274,Gm18724,"predicted gene, 18724 [Source:MGI Symbol;Acc:MGI:5010909]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037972,ENSMUSG00000037972,Snn,stannin [Source:MGI Symbol;Acc:MGI:1276549],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022498,ENSMUSG00000022498,Txndc11,thioredoxin domain containing 11 [Source:MGI Symbol;Acc:MGI:1923620],"ARRAYEXPRESS,ENSG"
ENSMUSG00000037965,ENSMUSG00000037965,Zc3h7a,zinc finger CCCH type containing 7 A [Source:MGI Symbol;Acc:MGI:2445044],"ARRAYEXPRESS,ENSG"
ENSMUSG00002076173,ENSMUSG00002076173,Gm55118,"predicted gene, 55118 [Source:MGI Symbol;Acc:MGI:6846709]","ARRAYEXPRESS,ENSG"
ENSMUSG00000064565,ENSMUSG00000064565,Gm24145,"predicted gene, 24145 [Source:MGI Symbol;Acc:MGI:5453922]","ARRAYEXPRESS,ENSG"
ENSMUSG00000096959,ENSMUSG00000096959,4930509G22Rik,RIKEN cDNA 4930509G22 gene [Source:MGI Symbol;Acc:MGI:1914984],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080790,ENSMUSG00000080790,Gm7638,predicted gene 7638 [Source:MGI Symbol;Acc:MGI:3643470],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081052,ENSMUSG00000081052,Gm6305,predicted gene 6305 [Source:MGI Symbol;Acc:MGI:3644967],"ARRAYEXPRESS,ENSG"
ENSMUSG00000005846,ENSMUSG00000005846,Rsl1d1,ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097537,ENSMUSG00000097537,2610020C07Rik,RIKEN cDNA 2610020C07 gene [Source:MGI Symbol;Acc:MGI:1917168],"ARRAYEXPRESS,ENSG"
ENSMUSG00000062203,ENSMUSG00000062203,Gspt1,G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728],"ARRAYEXPRESS,ENSG"
ENSMUSG00000088544,ENSMUSG00000088544,Mir1945,microRNA 1945 [Source:MGI Symbol;Acc:MGI:3836984],"ARRAYEXPRESS,ENSG"
ENSMUSG00000071669,ENSMUSG00000071669,Snx29,sorting nexin 29 [Source:MGI Symbol;Acc:MGI:1921728],"ARRAYEXPRESS,ENSG"
ENSMUSG00000115936,ENSMUSG00000115936,4833415N18Rik,RIKEN cDNA 4833415N18 gene [Source:MGI Symbol;Acc:MGI:1921011],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065979,ENSMUSG00000065979,Cpped1,calcineurin-like phosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:2443300],"ARRAYEXPRESS,ENSG"
ENSMUSG00000055015,ENSMUSG00000055015,Gm9961,predicted gene 9961 [Source:MGI Symbol;Acc:MGI:3642444],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022494,ENSMUSG00000022494,Shisa9,shisa family member 9 [Source:MGI Symbol;Acc:MGI:1919805],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022545,ENSMUSG00000022545,Ercc4,"excision repair cross-complementing rodent repair deficiency, complementation group 4 [Source:MGI Symbol;Acc:MGI:1354163]","ARRAYEXPRESS,ENSG"
ENSMUSG00000009569,ENSMUSG00000009569,Mrtfb,myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087526,ENSMUSG00000087526,Gm15738,predicted gene 15738 [Source:MGI Symbol;Acc:MGI:3783180],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065449,ENSMUSG00000065449,Mir365-1,microRNA 365-1 [Source:MGI Symbol;Acc:MGI:3619371],"ARRAYEXPRESS,ENSG"
ENSMUSG00000109857,ENSMUSG00000109857,Gm53058,predicted gene 53058 [Source:MGI Symbol;Acc:MGI:6435685],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099214,ENSMUSG00000099214,Mir6365,microRNA 6365 [Source:MGI Symbol;Acc:MGI:5531065],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022685,ENSMUSG00000022685,Parn,poly(A)-specific ribonuclease (deadenylation nuclease) [Source:MGI Symbol;Acc:MGI:1921358],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022684,ENSMUSG00000022684,Bfar,bifunctional apoptosis regulator [Source:MGI Symbol;Acc:MGI:1914368],"ARRAYEXPRESS,ENSG"
ENSMUSG00000079737,ENSMUSG00000079737,Bfar,bifunctional apoptosis regulator [Source:MGI Symbol;Acc:MGI:1914368],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022683,ENSMUSG00000022683,Pla2g10,"phospholipase A2, group X [Source:MGI Symbol;Acc:MGI:1347522]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086550,ENSMUSG00000086550,Pla2g10os,"phospholipase A2, group X, opposite strand [Source:MGI Symbol;Acc:MGI:1923934]","ARRAYEXPRESS,ENSG"
ENSMUSG00000115907,ENSMUSG00000115907,Gm49432,"predicted gene, 49432 [Source:MGI Symbol;Acc:MGI:6155072]","ARRAYEXPRESS,ENSG"
ENSMUSG00000118559,ENSMUSG00000118559,A930007A09Rik,RIKEN cDNA A930007A09 gene [Source:MGI Symbol;Acc:MGI:3045309],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022682,ENSMUSG00000022682,Rrn3,RRN3 RNA polymerase I transcription factor homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925255],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022681,ENSMUSG00000022681,Ntan1,N-terminal Asn amidase [Source:MGI Symbol;Acc:MGI:108471],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022680,ENSMUSG00000022680,Pdxdc1,pyridoxal-dependent decarboxylase domain containing 1 [Source:MGI Symbol;Acc:MGI:1920909],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022679,ENSMUSG00000022679,Mpv17l,"Mpv17 transgene, kidney disease mutant-like [Source:MGI Symbol;Acc:MGI:2135951]","ARRAYEXPRESS,ENSG"
ENSMUSG00000089818,ENSMUSG00000089818,Gm15950,predicted gene 15950 [Source:MGI Symbol;Acc:MGI:3802178],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065968,ENSMUSG00000065968,Ifitm7,interferon induced transmembrane protein 7 [Source:MGI Symbol;Acc:MGI:1921732],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044117,ENSMUSG00000044117,Bmerb1,bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504],"ARRAYEXPRESS,ENSG"
ENSMUSG00000060657,ENSMUSG00000060657,Marf1,meiosis regulator and mRNA stability 1 [Source:MGI Symbol;Acc:MGI:2444505],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022678,ENSMUSG00000022678,Nde1,nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018830,ENSMUSG00000018830,Myh11,"myosin, heavy polypeptide 11, smooth muscle [Source:MGI Symbol;Acc:MGI:102643]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022677,ENSMUSG00000022677,Cep20,centrosomal protein 20 [Source:MGI Symbol;Acc:MGI:1913336],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085612,ENSMUSG00000085612,Gm15868,predicted gene 15868 [Source:MGI Symbol;Acc:MGI:3801810],"ARRAYEXPRESS,ENSG"
ENSMUSG00000023088,ENSMUSG00000023088,Abcc1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:MGI Symbol;Acc:MGI:102676]","ARRAYEXPRESS,ENSG"
ENSMUSG00000089106,ENSMUSG00000089106,Gm23116,"predicted gene, 23116 [Source:MGI Symbol;Acc:MGI:5452893]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116439,ENSMUSG00000116439,Gm49528,"predicted gene, 49528 [Source:MGI Symbol;Acc:MGI:6155229]","ARRAYEXPRESS,ENSG"
ENSMUSG00000075395,ENSMUSG00000075395,A630010A05Rik,RIKEN cDNA A630010A05 gene [Source:MGI Symbol;Acc:MGI:3584518],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022676,ENSMUSG00000022676,Snai2,snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393],"ARRAYEXPRESS,ENSG"
ENSMUSG00000068617,ENSMUSG00000068617,Efcab1,EF-hand calcium binding domain 1 [Source:MGI Symbol;Acc:MGI:1914043],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116423,ENSMUSG00000116423,Gm7085,predicted gene 7085 [Source:MGI Symbol;Acc:MGI:3642962],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022674,ENSMUSG00000022674,Ube2v2,ubiquitin-conjugating enzyme E2 variant 2 [Source:MGI Symbol;Acc:MGI:1917870],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022673,ENSMUSG00000022673,Mcm4,minichromosome maintenance complex component 4 [Source:MGI Symbol;Acc:MGI:103199],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022672,ENSMUSG00000022672,Prkdc,"protein kinase, DNA activated, catalytic polypeptide [Source:MGI Symbol;Acc:MGI:104779]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022671,ENSMUSG00000022671,Mzt2,mitotic spindle organizing protein 2 [Source:MGI Symbol;Acc:MGI:1922845],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116102,ENSMUSG00000116102,Gm20082,"predicted gene, 20082 [Source:MGI Symbol;Acc:MGI:5012267]","ARRAYEXPRESS,ENSG"
ENSMUSG00000071637,ENSMUSG00000071637,Cebpd,"CCAAT/enhancer binding protein (C/EBP), delta [Source:MGI Symbol;Acc:MGI:103573]","ARRAYEXPRESS,ENSG"
ENSMUSG00000041974,ENSMUSG00000041974,Spidr,scaffolding protein involved in DNA repair [Source:MGI Symbol;Acc:MGI:1924834],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041957,ENSMUSG00000041957,Pkp2,plakophilin 2 [Source:MGI Symbol;Acc:MGI:1914701],"ARRAYEXPRESS,ENSG"
ENSMUSG00000115882,ENSMUSG00000115882,Gm5481,predicted gene 5481 [Source:MGI Symbol;Acc:MGI:3648103],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022792,ENSMUSG00000022792,Yars2,tyrosyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917370],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022789,ENSMUSG00000022789,Dnm1l,dynamin 1-like [Source:MGI Symbol;Acc:MGI:1921256],"ARRAYEXPRESS,ENSG"
ENSMUSG00000115923,ENSMUSG00000115923,Gm49521,"predicted gene, 49521 [Source:MGI Symbol;Acc:MGI:6155216]","ARRAYEXPRESS,ENSG"
ENSMUSG00000098037,ENSMUSG00000098037,Gm7765,predicted gene 7765 [Source:MGI Symbol;Acc:MGI:3645843],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022788,ENSMUSG00000022788,Fgd4,"FYVE, RhoGEF and PH domain containing 4 [Source:MGI Symbol;Acc:MGI:2183747]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022783,ENSMUSG00000022783,Spag6l,sperm associated antigen 6-like [Source:MGI Symbol;Acc:MGI:1354388],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116648,ENSMUSG00000116648,Rpl31-ps12,"ribosomal protein L31, pseudogene 1 2 [Source:MGI Symbol;Acc:MGI:3645866]","ARRAYEXPRESS,ENSG"
ENSMUSG00000075370,ENSMUSG00000075370,Igll1,immunoglobulin lambda-like polypeptide 1 [Source:MGI Symbol;Acc:MGI:96529],"ARRAYEXPRESS,ENSG"
ENSMUSG00000059305,ENSMUSG00000059305,Vpreb1,pre-B lymphocyte gene 1 [Source:MGI Symbol;Acc:MGI:98936],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022779,ENSMUSG00000022779,Top3b,topoisomerase (DNA) III beta [Source:MGI Symbol;Acc:MGI:1333803],"ARRAYEXPRESS,ENSG"
ENSMUSG00000026181,ENSMUSG00000026181,Ppm1f,protein phosphatase 1F (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:1918464],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116823,ENSMUSG00000116823,Gm49595,"predicted gene, 49595 [Source:MGI Symbol;Acc:MGI:6215001]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116703,ENSMUSG00000116703,Gm46540,"predicted gene, 46540 [Source:MGI Symbol;Acc:MGI:5826177]","ARRAYEXPRESS,ENSG"
ENSMUSG00000063358,ENSMUSG00000063358,Mapk1,mitogen-activated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1346858],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084792,ENSMUSG00000084792,1700056N10Rik,RIKEN cDNA 1700056N10 gene [Source:MGI Symbol;Acc:MGI:1920642],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022773,ENSMUSG00000022773,Ypel1,yippee like 1 [Source:MGI Symbol;Acc:MGI:1913303],"ARRAYEXPRESS,ENSG"
ENSMUSG00000055497,ENSMUSG00000055497,Gm9974,predicted gene 9974 [Source:MGI Symbol;Acc:MGI:3708610],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022771,ENSMUSG00000022771,Ppil2,peptidylprolyl isomerase (cyclophilin)-like 2 [Source:MGI Symbol;Acc:MGI:2447857],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116645,ENSMUSG00000116645,Gm49584,"predicted gene, 49584 [Source:MGI Symbol;Acc:MGI:6214984]","ARRAYEXPRESS,ENSG"
ENSMUSG00000049916,ENSMUSG00000049916,2610318N02Rik,RIKEN cDNA 2610318N02 gene [Source:MGI Symbol;Acc:MGI:1917708],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065572,ENSMUSG00000065572,Mir130b,microRNA 130b [Source:MGI Symbol;Acc:MGI:3618716],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022769,ENSMUSG00000022769,Sdf2l1,stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116694,ENSMUSG00000116694,Gm6440,predicted gene 6440 [Source:MGI Symbol;Acc:MGI:3644482],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022768,ENSMUSG00000022768,Ccdc116,coiled-coil domain containing 116 [Source:MGI Symbol;Acc:MGI:1924122],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041774,ENSMUSG00000041774,Ydjc,YdjC homolog (bacterial) [Source:MGI Symbol;Acc:MGI:1916351],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038965,ENSMUSG00000038965,Ube2l3,ubiquitin-conjugating enzyme E2L 3 [Source:MGI Symbol;Acc:MGI:109240],"ARRAYEXPRESS,ENSG"
ENSMUSG00000071636,ENSMUSG00000071636,Rimbp3,RIMS binding protein 3 [Source:MGI Symbol;Acc:MGI:2685449],"ARRAYEXPRESS,ENSG"
ENSMUSG00000050240,ENSMUSG00000050240,Hic2,hypermethylated in cancer 2 [Source:MGI Symbol;Acc:MGI:1929869],"ARRAYEXPRESS,ENSG"
ENSMUSG00000055692,ENSMUSG00000055692,Tmem191,transmembrane protein 191 [Source:MGI Symbol;Acc:MGI:107238],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041720,ENSMUSG00000041720,Pi4ka,phosphatidylinositol 4-kinase alpha [Source:MGI Symbol;Acc:MGI:2448506],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022766,ENSMUSG00000022766,Serpind1,"serine (or cysteine) peptidase inhibitor, clade D, member 1 [Source:MGI Symbol;Acc:MGI:96051]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022765,ENSMUSG00000022765,Snap29,synaptosomal-associated protein 29 [Source:MGI Symbol;Acc:MGI:1914724],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006134,ENSMUSG00000006134,Crkl,v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:MGI Symbol;Acc:MGI:104686],"ARRAYEXPRESS,ENSG"
ENSMUSG00002076579,ENSMUSG00002076579,Gm54512,"predicted gene, 54512 [Source:MGI Symbol;Acc:MGI:6845504]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022763,ENSMUSG00000022763,Aifm3,"apoptosis-inducing factor, mitochondrion-associated 3 [Source:MGI Symbol;Acc:MGI:1919418]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022761,ENSMUSG00000022761,Lztr1,"leucine-zipper-like transcriptional regulator, 1 [Source:MGI Symbol;Acc:MGI:1914113]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022760,ENSMUSG00000022760,Thap7,THAP domain containing 7 [Source:MGI Symbol;Acc:MGI:1916259],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116898,ENSMUSG00000116898,Gm49785,"predicted gene, 49785 [Source:MGI Symbol;Acc:MGI:6215307]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022759,ENSMUSG00000022759,Lrrc74b,leucine rich repeat containing 74B [Source:MGI Symbol;Acc:MGI:1921935],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022758,ENSMUSG00000022758,P2rx6,"purinergic receptor P2X, ligand-gated ion channel, 6 [Source:MGI Symbol;Acc:MGI:1337113]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022756,ENSMUSG00000022756,Slc7a4,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4 [Source:MGI Symbol;Acc:MGI:2146512]","ARRAYEXPRESS,ENSG"
ENSMUSG00000005899,ENSMUSG00000005899,Smpd4,sphingomyelin phosphodiesterase 4 [Source:MGI Symbol;Acc:MGI:1924876],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041617,ENSMUSG00000041617,Ccdc74a,coiled-coil domain containing 74A [Source:MGI Symbol;Acc:MGI:1919565],"ARRAYEXPRESS,ENSG"
ENSMUSG00000012114,ENSMUSG00000012114,Med15,mediator complex subunit 15 [Source:MGI Symbol;Acc:MGI:2137379],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116561,ENSMUSG00000116561,Gm18335,"predicted gene, 18335 [Source:MGI Symbol;Acc:MGI:5010520]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116994,ENSMUSG00000116994,Gm49684,"predicted gene, 49684 [Source:MGI Symbol;Acc:MGI:6215133]","ARRAYEXPRESS,ENSG"
ENSMUSG00000059150,ENSMUSG00000059150,Rpl26-ps4,"ribosomal protein L26, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3644695]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116936,ENSMUSG00000116936,Bod1-ps,"biorientation of chromosomes in cell division 1, pseudogene [Source:MGI Symbol;Acc:MGI:3646992]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022750,ENSMUSG00000022750,Klhl22,kelch-like 22 [Source:MGI Symbol;Acc:MGI:1337995],"ARRAYEXPRESS,ENSG"
ENSMUSG00000012017,ENSMUSG00000012017,Scarf2,"scavenger receptor class F, member 2 [Source:MGI Symbol;Acc:MGI:1858430]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116777,ENSMUSG00000116777,Zfp520-ps,"zinc finger protein 520, pseudogene [Source:MGI Symbol;Acc:MGI:1343185]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116652,ENSMUSG00000116652,B830017H08Rik,RIKEN cDNA B830017H08 gene [Source:MGI Symbol;Acc:MGI:3045365],"ARRAYEXPRESS,ENSG"
ENSMUSG00000090236,ENSMUSG00000090236,Car15,carbonic anhydrase 15 [Source:MGI Symbol;Acc:MGI:1931324],"ARRAYEXPRESS,ENSG"
ENSMUSG00000092470,ENSMUSG00000092470,Gm20518,predicted gene 20518 [Source:MGI Symbol;Acc:MGI:5141983],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003166,ENSMUSG00000003166,Dgcr2,DiGeorge syndrome critical region gene 2 [Source:MGI Symbol;Acc:MGI:892866],"ARRAYEXPRESS,ENSG"
